ID,wav,semantics,transcript
2376,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:02:23_10,[{'type': 'cardinal'| 'filler': 'twenty seven'}| {'type': 'cardinal'| 'filler': 'twenty eight'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'gpe'| 'filler': 'eu'}],the eu acquires the one vote counting as twenty eight votes and my country along with twenty seven others lose yet another freedom to decide for themselves.
2377,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:02:23_7,[],the usual weasel words are in the report.
2378,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:02:23_5,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'gpe'| 'filler': 'uk'}],there are those especially in the uk who are in denial about this fact that the european union as a direct inevitable consequence of the commitment to ever closer union and as set out in successive treaties is taking over the sovereignty of member states.
2379,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_4,[],the impact that losses like these have on ecosystems is catastrophic.
2380,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_6,[],one cannot ignore the fact that the vast majority of this illegal trade is carried out in the developing world in conflict zones.
2381,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_8,[{'type': 'norp'| 'filler': 'african'}| {'type': 'ordinal'| 'filler': 'fourth'}| {'type': 'money'| 'filler': 'usd nineteen billion'}],if annual turnover for the illegal trade is estimated to be usd nineteen billion making it the fourth largest illegal trade in the world the extreme poverty of many african communities lends itself to this trade.
2382,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_9,[{'type': 'cardinal'| 'filler': 'ten'}],when the tusks of a single adult elephant are worth more than ten times the average annual income in many of these countries is it any wonder that impoverished people resort to wildlife trade?
2383,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_7,[{'type': 'gpe'| 'filler': 'eu'}],the eu of course should support these countries where they lack equipment and funds for enforcement but we must also look at the bigger picture.
2384,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_1,[{'type': 'norp'| 'filler': 'african'}| {'type': 'gpe'| 'filler': 'european union'}],the european union cannot be found wanting in its actions and it cannot allow species like the african elephant and rhino to be consigned to the history books.
2385,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_5,[{'type': 'gpe'| 'filler': 'eu'}],the eu and member states must of course comply with obligations under this convention but it is one thing to ban or limit trade and it is another to effectively enforce it.
2386,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:46:00_3,[{'type': 'date'| 'filler': 'last forty years'}| {'type': 'cardinal'| 'filler': 'ninety five'}],ninety five of the world's rhinos have been wiped out in the last forty years and let us also not forget all the other less well known species that are illegally traded on a daily basis.
2387,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_16,[{'type': 'law'| 'filler': 'cites'}],cites has recently engaged much more in regulating international trade in marine and timber species.
2388,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_10,[{'type': 'gpe'| 'filler': 'eu'}],these are also areas in which the eu has strong legislation and policies.
2389,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_21,[{'type': 'org'| 'filler': 'cites standing committee'}| {'type': 'date'| 'filler': 'july'}],at its last meeting in july the cites standing committee adopted very concrete measures targeting the countries most involved in wildlife trafficking particularly in ivory rhino horns and rosewood.
2390,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_25,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'law'| 'filler': 'cites'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'law'| 'filler': 'cites'}| {'type': 'gpe'| 'filler': 'eu'}],to conclude i would stress that the eu's accession to cites will reinforce both the eu as a global player and cites as an essential multilateral instrument for sustainable development. the commission is aware of the interest of parliament in these matters and we count on your support
2391,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_14,[{'type': 'date'| 'filler': 'annual'}| {'type': 'law'| 'filler': 'convention'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'law'| 'filler': 'cites'}| {'type': 'gpe'| 'filler': 'eu'}],however the eu will gain visibility at the cites meetings as eu positions will be expressed by the eu on matters of eu competence. the eu will also be able to participate fully in the various bodies set up under the convention and contribute to its annual budget.
2392,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_12,[{'type': 'date'| 'filler': 'for many years'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'convention on biological diversity'}| {'type': 'org'| 'filler': 'fao'}| {'type': 'org'| 'filler': 'wto'}],the situation will be similar to the other organisations such as the wto the fao or the convention on biological diversity of which the eu has been a full member for many years.
2393,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_5,[],medicines cosmetics and food products.
2394,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_3,[{'type': 'law'| 'filler': 'cites convention'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'person'| 'filler': 'juncker'}| {'type': 'date'| 'filler': 'july'}| {'type': 'org'| 'filler': 'parliament'}],when presenting these political guidelines to parliament in july president juncker made clear that one of the aims of the new commission is to reinforce the eu as a strong global actor. the eu accession to the cites convention is to be seen in this context.
2395,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_7,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'law'| 'filler': 'cites convention'}],this wide scope combined with the legally binding nature of its decisions and its robust compliance mechanism makes the cites convention a critical tool to address the overexploitation of natural resources which is one of the biggest threats to biodiversity today.
2396,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_9,[{'type': 'gpe'| 'filler': 'eu'}],these are all areas in which the eu is a leading actor on the international scene.
2397,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_8,[{'type': 'law'| 'filler': 'cites convention'}],the cites convention stands at the crossroads of environment trade and development.
2398,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_4,[{'type': 'cardinal'| 'filler': 'millions'}| {'type': 'law'| 'filler': 'cites convention'}],the cites convention aims to make international trade in wildlife species sustainable. it is a very operational and efficient instrument that regulates millions of cross border movements of animals plants and commodities derived from them such as timber leather goods
2399,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_13,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'law'| 'filler': 'cites'}],in operational terms the way we prepare for cites meetings will not change much after the eu accession as there is a well established practice to agree on common eu positions before each meeting.
2400,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_22,[{'type': 'org'| 'filler': 'interpol'}| {'type': 'org'| 'filler': 'un office on drugs and crime'}| {'type': 'org'| 'filler': 'cites'}],these measures need to be implemented within strict deadlines and failure to do so could result in the adoption of trade sanctions. increasingly cites is also engaging in close cooperation with international organisations like the un office on drugs and crime and interpol which also
2401,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_20,[],the current dramatic surge in wildlife trafficking calls for a strong response from the international community.
2402,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_19,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'law'| 'filler': 'cites'}],cites is also at the forefront of the fight against wildlife trafficking a problem which i know is important to this parliament.
2403,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_17,[],these are very valuable commodities traded in large amounts.
2404,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:32:03_11,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}],the eu's accession to the convention will reflect its leading role and it will increase the eu's visibility and accountability.
2405,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:14:07_0,[],madam president it is a sad reflection on mankind that we can put a man on the moon but we are not capable of keeping some of our most valuable animals alive on earth.
2406,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:14:07_1,[],we give the highest financial value to those commodities that are scarcest on earth but sadly that logic applies to animals as well even to the point that the rarer a species becomes the more sought after and the more valuable it or its body parts become.
2407,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:14:07_2,[],it is now the stroke of midnight for a number of the world's most endangered species.
2408,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:14:07_3,[],however there is still time but only if mankind can work together to get a message to all cultures on earth that we cannot go on like this to outlaw the immoral trade in animal products from rare species and to urge all authorities to join in enforcement.
2409,fine-tune/20141215-0900-PLENARY-14-en_20141215-18:14:07_4,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'law'| 'filler': 'cites'}],i commend cites and i welcome the accession of the eu.
2410,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:44:34_2,[{'type': 'law'| 'filler': 'cites'}| {'type': 'gpe'| 'filler': 'eu'}],we did not speak with one voice we were not very united we were more occupied by our internal negotiations as eu member states and then we made a strong position at the conference itself so i am very relieved that we have finally become a party to cites.
2411,fine-tune/20141215-0900-PLENARY-14-en_20141215-17:44:34_3,[{'type': 'law'| 'filler': 'cites'}],another thing i would like to address here and the commissioner has already mentioned it as have many of my colleagues is the importance of the fight against wildlife trafficking. that is something that should be done with cites but of course and the commission knows this this is something that should also be done much more strongly
